"exp_coef","exp_coef_2","lower_95","upper_95","drug","p_value","se","adjusted_pval"
1.61285500944644,0.620018534922876,1.42307318441248,1.82794624337639,"Ondansetron",7.22095146740194e-14,0.0638721731066144,3.14562698298697e-12
1.52855920049134,0.654210840953075,1.36441378416953,1.71245208492882,"Simvastatin",2.46258737903459e-13,0.0579606152731784,1.00966082540418e-11
1.36311048908852,0.733616246081914,1.25365771388511,1.48211922990123,"Lisinopril",4.06450930968133e-13,0.042706786315035,1.57386832713772e-11
1.48301473886254,0.674302131863498,1.33236669220418,1.6506962599351,"Losartan Potassium",5.57975646563342e-13,0.0546541537586151,2.04688960870868e-11
1.34636202857625,0.742742277912785,1.23937446096031,1.46258517428818,"Metoprolol Succinate",1.92277189167478e-12,0.0422453558332266,6.7008600424866e-11
1.44247609972505,0.693252387468057,1.30115443775786,1.59914706348271,"Diltiazem Hydrochloride",3.30702795110048e-12,0.0526077274789426,1.0976183247224e-10
1.94060940849183,0.515302046678813,1.60623707969207,2.34458843214413,"Azithromycin",6.35168267699917e-12,0.0964853576239149,2.01232855721292e-10
2.46830868037833,0.405135714163079,1.88135346182197,3.23838548431551,"Doxazosin Mesylate",6.95511600922233e-11,0.13854424322628,2.10770254714259e-09
0.331611671748568,3.01557540097144,0.237688741186493,0.462648337026614,"Dofetilide",8.21470590035616e-11,0.169902414505807,2.38568750522843e-09
1.36029761428349,0.735133245474911,1.23600214105491,1.49709255183494,"Carvedilol",3.09642064404269e-10,0.0488893772110178,8.63282075559102e-09
1.84204896187699,0.54287373500704,1.51935566128789,2.23327853010787,"Duloxetine Hydrochloride",5.07516189797097e-10,0.0982631221215265,1.3605337857253e-08
1.84291300899067,0.542619209437173,1.51463095557186,2.2423471184271,"Glipizide",1.00957932026094e-09,0.10009146226705,2.60621031934027e-08
1.69679003485103,0.58934810993736,1.43099996651633,2.01194723252071,"Escitalopram Oxalate",1.18045064740267e-09,0.0869224003666205,2.93847893299879e-08
1.37823792725238,0.725564128099112,1.24172965494224,1.52975309605962,"Oxycodone Hydrochloride",1.65565796469261e-09,0.0532155330949102,3.97928828065776e-08
1.3718159718692,0.728960750207207,1.23596013967303,1.52260497751431,"Oxycodone",2.82572786992304e-09,0.0532087736199373,6.5651077511212e-08
1.79246084925478,0.557892240946713,1.47593773619068,2.1768641165064,"Metolazone",3.93338731580523e-09,0.0991323882632127,8.84377728747175e-08
1.77341533296171,0.563883700232783,1.46308734502371,2.14956540624901,"Pregabalin",5.3014291198607e-09,0.0981438600850884,1.15471753016966e-07
1.57916694951189,0.633245269164919,1.35364155946008,1.84226632006286,"Ondansetron Hydrochloride",6.2021372015088e-09,0.0786234082651765,1.30996655437928e-07
1.53965833031205,0.649494748485739,1.32993997000353,1.78244719879576,"Isosorbide Mononitrate",7.62422558086557e-09,0.0747088842714105,1.56296624407744e-07
1.32116638170353,0.756906937573285,1.20011154873253,1.45443197341703,"Albuterol Sulfate",1.34459757917197e-08,0.0490317474931399,2.67767003623675e-07
1.48602968893627,0.67293406548009,1.2942059944774,1.70628496995313,"Insulin Glargine, Recombinant",1.94068876571912e-08,0.070516882376508,3.65583802623304e-07
1.5178515207047,0.658825969707315,1.31230834386246,1.75558834909538,"Zolpidem Tartrate",1.89980878326179e-08,0.0742402318575485,3.65583802623304e-07
1.54147789997438,0.648728081029655,1.32049100081996,1.7994474136014,"Cephalexin",4.22325269796746e-08,0.0789494067276517,7.74633455390348e-07
2.40600216868775,0.415627223040039,1.75723155594969,3.29429915831529,"Ranolazine",4.34452998491081e-08,0.160322807129287,7.7644548704688e-07
1.31742250319828,0.759057931356355,1.19181286413787,1.45627061442127,"Hydrochlorothiazide",6.9560845810511e-08,0.0511242126112227,1.21209773824815e-06
1.28523406540875,0.778068389964409,1.17136306457645,1.41017473816659,"Omeprazole",1.14853745308879e-07,0.0473339160273312,1.95251367025094e-06
3.41051283924407,0.293211035153777,2.15978899331646,5.38552509649925,"Linagliptin",1.41396783082113e-07,0.233092111735987,2.34651328114841e-06
1.43503151320471,0.696848808404773,1.25069684327214,1.64653445394721,"Fe",2.61898791462658e-07,0.0701471761091806,4.24519668952262e-06
0.833941217672184,1.19912528462299,0.777748126457302,0.894194316739051,"Pantoprazole Sodium",3.36133784729379e-07,0.0355925880114893,5.3246647262813e-06
1.3123372959332,0.761999223140958,1.1808858250264,1.45842141703982,"Fluticasone Propionate",4.47640077603971e-07,0.0538504215433468,6.93344742422151e-06
1.75674245712614,0.569235402687257,1.40569665310004,2.19545522418624,"Donepezil Hydrochloride",7.27411233601252e-07,0.113740967070413,1.10218615178277e-05
1.30467498749183,0.766474416683995,1.17331820387457,1.45073758965456,"Prednisone",9.01181739865824e-07,0.0541429089662338,1.33643334614144e-05
1.22721884765147,0.814850588314951,1.12969335632226,1.33316363383249,"Metoprolol Tartrate",1.25714549325542e-06,0.0422478579252043,1.82548001833131e-05
2.67563146137259,0.373743549676682,1.79591137481347,3.98627895423313,"Dutasteride",1.30839751221974e-06,0.203408222381008,1.86112870615746e-05
1.61407749811086,0.619548938121257,1.32377258131626,1.96804663178425,"Citalopram Hydrobromide",2.21720700794019e-06,0.101164057121918,3.09078656906863e-05
1.41839329577515,0.705023072922454,1.22019530908051,1.64878485151359,"Pravastatin Sodium",5.32777590985003e-06,0.0767941732606231,7.2812937434617e-05
1.72121077729443,0.580986369125516,1.35868826766906,2.18046082414256,"Fluoxetine Hydrochloride",6.79154533788908e-06,0.120669696017732,9.10328288559363e-05
1.21031899043334,0.826228463656481,1.11212512112334,1.31718277986917,"Amlodipine Besylate",9.79266514256541e-06,0.043169795718224,0.000128782784988077
1.48174874351674,0.674878250698989,1.24431945901917,1.76448204116657,"Formoterol Fumarate",1.01834528228494e-05,0.0891007252614063,0.00013144197439863
1.45044784555627,0.689442231972489,1.22850209487595,1.7124911397821,"Trazodone Hydrochloride",1.14044707630691e-05,0.0847345924982814,0.000144525747670166
1.53384560439351,0.651956101145789,1.26561537774562,1.85892363468909,"Mirtazapine",1.28977732207626e-05,0.0980730165729806,0.000160531213122706
1.77603675466642,0.563051410604293,1.37151016833308,2.29987835799989,"Fentanyl",1.32767541652379e-05,0.131875838636964,0.000162349081634575
1.65511307671398,0.604188326507198,1.31557803170365,2.08227807906015,"Dronedarone Hydrochloride",1.69743798292046e-05,0.117141537151162,0.000203985219671648
1.77720524265474,0.562681212050799,1.36494813222162,2.31397691967878,"Memantine Hydrochloride",1.95143394546366e-05,0.134658399116808,0.000230533806777656
1.63779264414124,0.6105779040938,1.30405752942218,2.05693743158071,"Timolol Maleate",2.20121735614507e-05,0.116261731414586,0.000255708082872185
11.2722568563317,0.0887133794718572,3.66980862570994,34.6240874101538,"Latanoprostene Bunod",2.32969625525092e-05,0.572564116064022,0.000266196440968834
1.42079524609301,0.70383118380348,1.20328644714315,1.67762143096784,"Budesonide",3.43058859505855e-05,0.0847771843255312,0.000385664556573517
1.54288256633116,0.648137468023838,1.25633796858844,1.89478203557219,"Esomeprazole Magnesium",3.5194339394631e-05,0.104824042490897,0.000389372294572346
1.57631831995595,0.634389632690396,1.27034862509763,1.95598231598652,"Glimepiride",3.57625406564195e-05,0.110104359906229,0.000389476419336318
1.48212072500681,0.674708870288152,1.22704542704092,1.79022047194464,"Finasteride",4.43973899395654e-05,0.096361360727794,0.000473420303432614
1.93233154933607,0.517509534191269,1.40827936508688,2.65139524807932,"Verapamil Hydrochloride",4.48288953035187e-05,0.161410455595771,0.000473420303432614
1.40110794713841,0.713720882136437,1.18847789284605,1.65177955042425,"Levofloxacin",5.91471740152388e-05,0.0839759857781623,0.000615307168486888
1.84219184409698,0.542831629183653,1.3662132358318,2.48399788660461,"Ibuprofen",6.17508284277979e-05,0.152509552892649,0.000623993334152412
1.51097334801602,0.661825042323248,1.23467516736283,1.84910211103632,"Insulin Lispro",6.177265431351e-05,0.10303563380932,0.000623993334152412
1.69792770742426,0.588953225527482,1.30892592804172,2.20253754462042,"Nitrofurantoin Monohydrate",6.67000544761723e-05,0.132758364567495,0.000664141970998458
1.27487043920994,0.784393432653215,1.13102804945881,1.43700648056345,"Tramadol Hydrochloride",7.01590348200688e-05,0.0610815100055588,0.000688744327740676
1.43448834333735,0.697112670621981,1.19917135844559,1.71598228449858,"Atenolol",7.9214494133516e-05,0.091418744549373,0.00076481051516123
2.22005379361696,0.450439535688357,1.4936294753201,3.29977342305515,"Pramipexole Dihydrochloride",8.01021056051216e-05,0.202209011293844,0.00076481051516123
1.31502117112656,0.760444030831316,1.14750641387334,1.5069899911705,"Alprazolam",8.18032692939275e-05,0.0695224575155032,0.000770498360781993
1.66991215726843,0.59883389413474,1.29066874482986,2.16059048780988,"Quetiapine Fumarate",9.56824547295196e-05,0.131436360946997,0.000889208945953002
1.46234727642701,0.683832093867147,1.20276325565735,1.77795550937807,"Sitagliptin Phosphate",0.000138062416972535,0.0997065492921032,0.00126617769249811
1.39437760723561,0.717165848627278,1.17420967474661,1.65582770554133,"Famotidine",0.000149717957773059,0.0876816376890418,0.00135523917620548
1.39392405077198,0.717399200800201,1.17380024689267,1.65532786729618,"Valsartan",0.000152286801488725,0.0876935850783919,0.00136081923894412
1.21970492982988,0.819870425660639,1.10033889075198,1.35201993527158,"Clopidogrel Hydrogen Sulfate",0.000157064743093174,0.052547268547209,0.00138574842956889
2.23706971965963,0.447013336782436,1.4653960431155,3.4151047112003,"Tacrolimus",0.000191203392659561,0.215841367196515,0.00164529339115697
14.8687851598986,0.0672549901855476,3.60263444078987,61.3664183154678,"Quinidine Sulfate",0.000189975068943892,0.723277929589082,0.00164529339115697
1.6788920170847,0.595630921955567,1.27670152149811,2.20778181710258,"Olmesartan Medoxomil",0.000208684253800658,0.139724121858426,0.00177381615730559
1.54307021500643,0.648058649745783,1.22258091984816,1.94757308067239,"Vilanterol",0.000260381603411809,0.11878276713952,0.0021865780431088
2.13592805154404,0.468180564077105,1.41978623690408,3.21329262306473,"Ticagrelor",0.000270412747883149,0.208368580814828,0.00224378196755423
1.20960385182596,0.826716944138736,1.09154810000474,1.34042785503071,"Amiodarone Hydrochloride",0.00028149252536442,0.0523968541208846,0.00230823870798824
1.57832274587196,0.633583975530645,1.23272471105103,2.02081021642931,"Metoclopramide Hydrochloride",0.000295419863775617,0.126092009975778,0.00239427494246052
1.49042690188314,0.67094870519078,1.19893963845297,1.85278080614908,"Fenofibrate",0.000325617750998289,0.111035233520708,0.00257904059597508
1.42871971414774,0.699927347608919,1.17617689582595,1.73548726287551,"Magnesium",0.0003243153417314,0.0992413535170209,0.00257904059597508
4.0268255799954,0.248334570279834,1.87803882661932,8.63417945458279,"Abiraterone Acetate",0.000344385791616769,0.389165474102285,0.00269704378378526
1.51404064076753,0.660484251924081,1.20590643385457,1.90090955445736,"Clonazepam",0.000353389718002717,0.116099320360303,0.00273680703830993
1.46852951310806,0.680953287675887,1.18909829112411,1.81362545633689,"Insulin Lispro, Recombinant",0.000359363422822925,0.10768886021784,0.00275248687590746
1.32506993878698,0.754677146261004,1.13447677978516,1.54768292658174,"Ciprofloxacin Hydrochloride",0.000381767225247521,0.0792329275371852,0.00286120167739271
1.54415624957821,0.647602857724501,1.21521346296043,1.96213965347511,"Nitrofurantoin, Macro",0.000378386010561124,0.122225660902508,0.00286120167739271
1.77098557068592,0.564657339140651,1.29010775088474,2.43110692841498,"Diphenoxylate Hydrochloride",0.000406484382046316,0.161640964329857,0.00301403844985406
1.62187055561241,0.61657201713142,1.23584037042937,2.1284820937259,"Venlafaxine Hydrochloride",0.000488927548619494,0.138690786503297,0.0035871842251346
1.31272432413556,0.761774564250958,1.12458821337961,1.53233435196557,"Tiotropium Bromide",0.000565401457874178,0.0789237351441983,0.00410505016810731
2.69201002023923,0.371469642565125,1.53049106150713,4.73502794712966,"Canagliflozin",0.000587976773813684,0.288117281396862,0.00422494650874369
1.34498644369337,0.743501917576191,1.13438308696387,1.59468926723917,"Montelukast Sodium",0.000646892687028707,0.0868867835624793,0.00458344053625515
1.47100991239332,0.67980507240295,1.17830788405745,1.83642169558285,"Oxybutynin",0.000651019530974548,0.113200941001119,0.00458344053625515
1.5437074604992,0.647791129853463,1.20185147216482,1.98280135174149,"Meloxicam",0.000674940111980255,0.127718522283919,0.00470433258050238
1.80168801301978,0.555035052003214,1.28035012218371,2.53530627288322,"Hydroxychloroquine Sulfate",0.000730264603074988,0.174284037705617,0.00503954879547788
2.14018417639814,0.467249506387327,1.37122502727998,3.34036224381847,"Loperamide Hydrochloride",0.000808489125634698,0.227140586145652,0.0055246756918371
1.64869382899631,0.606540755119329,1.22669305964743,2.21586917802548,"Atropine Sulf",0.000918296867833518,0.150850412895701,0.00621410598912584
1.5561704947781,0.642603110234777,1.19741991987753,2.02240381057432,"Vilanterol Trifenatate",0.000941437407045284,0.133705934898261,0.00630944108375541
1.45223757560932,0.688592566943066,1.16217081402289,1.81470223702427,"Oxybutynin Chloride",0.00103087246798671,0.11368365780984,0.00684302962082604
1.58685722012292,0.630176418721869,1.20355024929164,2.0922398865675,"Hydromorphone Hydrochloride",0.00106268360013638,0.141063683445503,0.00698764593674582
0.693156039446863,1.44267660251218,0.556436984838747,0.863467576945658,"Enoxaparin Sodium",0.00107713524505539,0.112094513578338,0.00701647911965987
1.602161544373,0.624156785882252,1.20663990859058,2.12733027972362,"Fluticasone Furoate",0.00111995248402944,0.14465271977454,0.00722784149415293
2.02298927801747,0.494317993113637,1.32196904635806,3.09574995742009,"Guaifenesin",0.0011711555841076,0.217072321014017,0.00748894901030271
2.44168299710203,0.409553574803476,1.42218193661891,4.19202051779025,"Ursodiol",0.00120752528607911,0.275767968868605,0.00765131931270126
1.40297136959675,0.712772920154048,1.14065618376832,1.72561082990453,"Ezetimibe",0.00134541722194864,0.105608419019922,0.00844825048376761
2.06638388801993,0.483937184081622,1.3215699415086,3.230962084227,"Dulaglutide",0.00145976789250145,0.228055101858663,0.00908444840244205
1.49300086174109,0.669791977771421,1.1661700308015,1.91142930643452,"Promethazine Hydrochloride",0.00147544191523471,0.126054966510238,0.0091007346452973
1.62788063326481,0.614295655077878,1.20319369103831,2.20246779541522,"Atropine Sulfate",0.00158158786735549,0.15423727959905,0.00966988371532259
1.50072001692489,0.666346812678019,1.16316597490604,1.93623319267137,"Midodrine Hydrochloride",0.00179259059987208,0.130002097052673,0.0108646578096595
1.54492448957767,0.647280826180292,1.17503412130976,2.03125308040958,"Paroxetine Hydrochloride",0.00183879057518084,0.139634121171234,0.0110485950939746
1.69618372527362,0.589558775443789,1.21575620285703,2.36646066301948,"Irbesartan",0.00187216552254115,0.169908524003033,0.011152986061634
3.95321688807661,0.252958547004118,1.66078444305037,9.40996517011573,"Granisetron",0.00189354127583719,0.442477315680067,0.0111847310954112
1.29324685072801,0.77324758180317,1.09924084261172,1.52149315426109,"Salmeterol Xinafoate",0.00192901380169924,0.0829281545752175,0.0112985094099527
2.71370809759578,0.368499471585007,1.43004411872103,5.14963947094382,"Metaxalone",0.00225532224957932,0.326848202477419,0.0130996633996399
1.93020759728252,0.518078988709748,1.26376822496238,2.94808913138963,"Lamotrigine",0.00234001577745497,0.216090525768874,0.0134792644370753
1.2885929358335,0.77604026236041,1.09366542786764,1.51826300070349,"Lorazepam",0.00244642744054866,0.0836831923167381,0.0139017321792686
2.24225854172576,0.445978900912269,1.32975755956238,3.7809323449883,"Phenazopyridine Hydrochloride",0.00245324685516505,0.266579896365335,0.0139017321792686
1.56647418419737,0.63837630398766,1.1713073644476,2.09495939685658,"Enalapril Maleate",0.00247793684970988,0.148322532023409,0.0139284030987724
8.81849810243084,0.11339799457737,2.11402383924803,36.785729346476,"Orphenadrine Citrate",0.00281508609161155,0.728716659788298,0.015696920046826
1.55658988309253,0.64242997520533,1.1570218913126,2.09414539373775,"Calcitriol",0.00346013826371784,0.151353846148626,0.0191406061096138
2.22337556068728,0.449766570111477,1.29970282882808,3.80348397665555,"Roflumilast",0.00353516078149393,0.273928971654555,0.0194016304307186
1.27629162269583,0.783519990429591,1.08310281336466,1.50393876376639,"Ergocalciferol",0.00357673958380543,0.0837407254264639,0.0194764647649405
1.19205663419985,0.838886317403226,1.05834864687093,1.34265681100566,"Spironolactone",0.00380096613078731,0.0607002308763547,0.0205370030477423
1.35114259636791,0.740114331890775,1.10102218840601,1.65808312942609,"Cyclobenzaprine Hydrochloride",0.00395935174880815,0.104446608857638,0.0212282166839945
1.86453812608709,0.53632585250407,1.21512925356212,2.86101450807894,"Febuxostat",0.00434568720099696,0.218454481593667,0.0231217097640831
1.91803581164865,0.521366699165251,1.22035195008055,3.01459048311749,"Fludrocortisone Acetate",0.00475524657464219,0.230699314063353,0.0251091428979212
1.58108777843246,0.632475953353728,1.1495038623097,2.17471088621275,"Meclizine Hydrochloride",0.00485340236646526,0.162647199042575,0.0254347477400473
10.132388250876,0.0986934151396682,1.96279120749513,52.305762973897,"Fluvoxamine Maleate",0.00568829896444992,0.837448809250718,0.029587644613594
1.27528302579838,0.784139661369645,1.07312080026655,1.51553002745405,"Clavulanate Potassium",0.00575631600545296,0.0880613609478672,0.0297196463392645
2.83671138057573,0.352520882754396,1.34321718059616,5.99078955580095,"Valganciclovir Hydrochloride",0.00626540387169446,0.381424253216013,0.0321101948424341
1.29956441310049,0.769488599348611,1.07496558632681,1.57108998211575,"Lidocaine",0.00679587776793341,0.0968081529165681,0.0345746482062013
1.89624334628264,0.527358475356225,1.18970350122888,3.02238232013863,"Butalbital",0.00713911996630547,0.237846526274227,0.0360577291051805
1.86893616832245,0.535063752818051,1.1792070394249,2.96209425867007,"Travoprost",0.00777891221723879,0.234967155812882,0.0390064878806866
5.3981292269258,0.185249362874088,1.54900863179333,18.8119023693591,"Dextromethorphan Hydrobromide",0.00812115652225411,0.636969520880109,0.0397942052210911
1.21979174776164,0.81981207188443,1.05281507649652,1.41325095083051,"Hydralazine Hydrochloride",0.0081643778287174,0.0751098208502086,0.0397942052210911
1.48209327589226,0.674721366236528,1.10775979507563,1.98292128691589,"Lansoprazole",0.00807360146430637,0.148531142925943,0.0397942052210911
3.17397607993307,0.315062235762371,1.34959803234846,7.46453678393199,"Minoxidil",0.00811890712286126,0.436323472406368,0.0397942052210911
2.47157350065883,0.404600550917639,1.2611670574336,4.84366883289016,"Pentoxifylline",0.00839131185145497,0.343280524331747,0.0406162802810008
1.19912107360835,0.833944146266098,1.04280997652247,1.3788622870359,"Amoxicillin",0.0108278555431062,0.0712614521428109,0.0520483814727242
1.32580434056086,0.754259108532534,1.06595685351734,1.64899465081532,"Codeine Phos",0.0112821036033736,0.111301267094052,0.0538604535037767
1.32881830667738,0.752548331833592,1.06568311734087,1.65692602559654,"Codeine Phosphate",0.0115703771225529,0.112590863680322,0.0548609037715602
1.59960159488207,0.625155665760463,1.10831643565086,2.30865949474679,"Dronabinol",0.0120962611434004,0.187203672435087,0.0569668514658791
1.34361004218005,0.744263565027743,1.06630772823451,1.69302716058909,"Clonidine Hydrochloride",0.0122685168898792,0.11793996976935,0.0573903105519852
1.90763266846472,0.524209936499364,1.14828447459421,3.16912966978832,"Levocetirizine Dihydrochloride",0.0126362375589164,0.258981271776963,0.0587163838570984
1.31911235658761,0.758085537601119,1.05885580448052,1.64333746100188,"Diclofenac Sodium",0.0135117383747257,0.112129691981959,0.0623687526303563
1.53107429344148,0.653136169997504,1.08998811318972,2.15065509767564,"Pioglitazone Hydrochloride",0.0140114678552011,0.173371987146678,0.0638300202292497
1.3246992322238,0.754888336668904,1.05867875664153,1.65756424679873,"Ranitidine Hydrochloride",0.0139507131041297,0.114371369187449,0.0638300202292497
2.11740128483588,0.472277034665874,1.16195643854326,3.8584821705067,"Eplerenone",0.0142765148108711,0.306171114916933,0.0646151352154359
1.28469567046353,0.778394465701895,1.05113204323119,1.57015759945275,"Latanoprost",0.0144024662556829,0.102376441479633,0.0647646385820062
1.40964585226513,0.709398036672207,1.07012301359981,1.85689065981659,"Ropinirole Hydrochloride",0.0146059079204631,0.140596918393613,0.0652584475677103
2.82731989480242,0.353691848537671,1.21146681474207,6.59839600249178,"Liothyronine Sodium",0.016234358352944,0.432404557919707,0.0720722788025601
2.03902384325871,0.490430753571683,1.13905215835197,3.65006835103403,"Buprenorphine",0.0164753522572287,0.297084391955486,0.0726792438182809
2.22330955474598,0.449779922847609,1.15041100536148,4.29681683605901,"Letrozole",0.0174646449731015,0.336168218850772,0.0765588524921491
1.47710941740836,0.676997917835048,1.06651347450365,2.04578027672073,"Dorzolamide Hydrochloride",0.0189007737799342,0.16617253737766,0.0823364957788382
2.2467777292077,0.445081855227682,1.14163514682934,4.42173682063268,"Amphetamine Salt Combination",0.0191073616753225,0.34543262054393,0.082719447749688
2.22061525235772,0.450325646884689,1.13568308222447,4.3419966152398,"Pyridostigmine Bromide",0.0197080743517183,0.342123630340203,0.084793381624368
3.01617619400219,0.33154561792131,1.17802097576736,7.72254401271554,"Pyridoxal Phos",0.0213624243680746,0.479679210583545,0.0913472992917057
2.77794811784818,0.359977925280552,1.16033487693493,6.65066257927278,"Arformoterol Tartrate",0.0218004458688487,0.445418346711602,0.0924826388065918
1.73121634350524,0.57762855795092,1.08280024589971,2.7679251453525,"Caff",0.0218933076084471,0.239429779341556,0.0924826388065918
1.75733369741279,0.569043888176866,1.08324375976652,2.85090192878483,"Caffeine",0.0223790724036867,0.246860502827152,0.0939651413576484
2.9259217225165,0.341772642892144,1.14365521645196,7.48566333903792,"Cyclosporine, Modified",0.0250892188554329,0.479284361320486,0.104713685881657
2.08197651603575,0.480312814432738,1.0936425459386,3.96347621023123,"Bromfenac",0.0255835428676756,0.328477352408254,0.106141246302202
1.50800122759639,0.663129433650331,1.04927503599507,2.16727514180839,"Cilostazol",0.0264258923264011,0.185047073674324,0.108987260068057
1.2067818614766,0.828650174420434,1.02134560113312,1.4258860659636,"Nitroglycerin",0.0272380240210872,0.0851220861963388,0.111675898486458
1.32197850261227,0.756441952742777,1.0280716788154,1.69990789298144,"Bupropion Hydrochloride",0.0295730180019503,0.128290412957993,0.120540313142452
2.1158880819296,0.472614789288874,1.0760441383739,4.16059361841541,"Exenatide",0.0298251692616577,0.34499773715305,0.120861296368462
1.52446955546407,0.655965871155484,1.04054131758215,2.23346001380991,"Valacyclovir Hydrochloride",0.0304706576633473,0.194853295603884,0.12276328549915
1.14296525235392,0.874917236495607,1.01238102698052,1.29039317536875,"Digoxin",0.0308692724821056,0.0618995940944052,0.123654499540388
1.35248904270517,0.739377524271735,1.02531632201926,1.7840607540852,"Megestrol Acetate",0.0326061934427868,0.141301299691816,0.129127936531946
1.32582279112894,0.754248612024911,1.02385887849042,1.71684409873816,"Nifedipine",0.0324542429152272,0.13186698329308,0.129127936531946
3.98711168448416,0.250808123557586,1.11265268700515,14.2875308442737,"Schi",0.0336794639126384,0.651195694333114,0.132624781622085
1.74416364329856,0.573340697612983,1.04042802601516,2.92389933617588,"Beclomethasone Dipropionate",0.0348312532417504,0.263598191276096,0.136389794997191
1.87394818826942,0.533632683261906,1.04442459461201,3.36231244499063,"Oseltamivir Phosphate",0.0352308011798403,0.298261311828334,0.137183622471222
2.24172983264353,0.446084084459349,1.04920203009191,4.78969016303158,"Sulfasalazine",0.0371641789884763,0.387363194751828,0.143907959749822
1.31584532232428,0.759967743194637,1.01448771940768,1.70672239708688,"Celecoxib",0.0386067747100969,0.132704231647828,0.147208964022976
1.25383353092929,0.797554041531207,1.01221442144435,1.55312796377604,"Clonidine",0.0383475136728257,0.109218974079281,0.147208964022976
1.31517254609407,0.760356504528552,1.01440160355182,1.70512233019275,"Morphine Sulfate",0.0386502731939809,0.132486610642795,0.147208964022976
1.39709913462224,0.71576882070748,1.01667886155602,1.91986483221934,"Acyclovir",0.0392114770369268,0.162174787862879,0.148534779862706
1.2303523740871,0.812775283781591,1.00971778335242,1.49919808225604,"Doxycycline Hyclate",0.0397947193856936,0.100833353841359,0.149305775047349
3.37103617851221,0.296644695294058,1.05802832084999,10.7406245115526,"Mycophenolate Sodium",0.039843434948073,0.591242020897709,0.149305775047349
1.38621966569972,0.72138638972145,1.01230735206819,1.8982426213212,"Dicyclomine Hydrochloride",0.0417270562003208,0.160384653655532,0.155528118564832
1.95985125019334,0.510242805366656,1.01936018939515,3.76806644289643,"Carisoprodol",0.0436478715404719,0.333523175719582,0.161822162041005
2.25517338642108,0.443424885208929,1.01911334559019,4.99042331731673,"Nabumetone",0.0447835169761577,0.405259426089445,0.165154028213661
1.52047839340491,0.657687741132996,1.00905380469898,2.29111127082153,"Bimatoprost",0.0451720526155503,0.209193615980652,0.165710108805466
1.69563232525362,0.589750493138557,1.01060965651003,2.84498467229565,"Neomycin Sulfate",0.0455072980813932,0.26403646165932,0.166065899281315
2.37501207680072,0.421050490550371,1.01431607383755,5.5610696807834,"Methylcobalamin",0.0462931959151207,0.434083464113007,0.168053945587704
3.0711688988745,0.325608923809587,1.0145760539104,9.29657108411015,"Clorazepate Dipotassium",0.0470809464614647,0.565105992928384,0.170028081262388
1.1883658711985,0.841491685545862,1.00156082208724,1.41001266491867,"Ipratropium Bromide",0.0479470087086424,0.0872564710344378,0.172263222009916
2.21524625309799,0.451417082232512,1.00497233839799,4.88303585518318,"Sunitinib Malate",0.0485795522020706,0.403274530356468,0.173640758383812
5.21583050179843,0.191724021640504,1.00798730237693,26.9893159956867,"Palbociclib",0.0489014342222459,0.838659673606034,0.173899488025027
0.503698245199777,1.98531563198792,0.254185126781786,0.998138346761503,"Tobramycin",0.0493790528020499,0.348942392402532,0.174706597984918
